,index,ID,target,MONTANTE,Debit,Credit,1,2,3,4,5,6,7,8,9,10,12,13,14,18,21,22,23,24,25,26,27,11,15,16,17,19,20
0,0,991,0,2938.8599999999997,367,39,4.0,7.0,11.0,2.0,10.0,4.0,6.0,4.0,175.0,9.0,1.0,11.0,1.0,13.0,8.0,23.0,4.0,50.0,4.0,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,992,0,-2350.9899999999907,666,29,0.0,8.0,11.0,1.0,3.0,0.0,29.0,46.0,19.0,77.0,1.0,12.0,1.0,14.0,3.0,25.0,4.0,195.0,55.0,4.0,176.0,4.0,0.0,5.0,2.0,0.0,0.0
2,0,993,1,89.90999999999963,139,38,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,16.0,3.0,0.0,13.0,0.0,4.0,2.0,33.0,3.0,25.0,26.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,994,0,7866.519999999997,170,24,5.0,0.0,0.0,8.0,1.0,0.0,6.0,3.0,11.0,17.0,2.0,14.0,0.0,3.0,2.0,20.0,10.0,38.0,15.0,8.0,26.0,0.0,0.0,4.0,1.0,0.0,0.0
4,0,995,0,-16955.91,117,37,0.0,7.0,1.0,0.0,4.0,0.0,7.0,2.0,5.0,7.0,0.0,3.0,1.0,11.0,4.0,28.0,0.0,12.0,9.0,7.0,37.0,0.0,0.0,2.0,7.0,0.0,0.0
5,0,996,0,-824.3299999999997,185,35,0.0,4.0,0.0,2.0,0.0,0.0,4.0,4.0,12.0,7.0,3.0,12.0,0.0,11.0,3.0,28.0,0.0,45.0,15.0,21.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0
6,0,918,0,-277.07000000000016,215,34,8.0,4.0,3.0,0.0,17.0,0.0,18.0,67.0,20.0,6.0,0.0,0.0,0.0,1.0,8.0,18.0,0.0,25.0,8.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,380,0,1959.13,170,60,1.0,0.0,0.0,1.0,1.0,0.0,34.0,2.0,5.0,36.0,1.0,4.0,0.0,2.0,1.0,54.0,10.0,18.0,6.0,11.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0
8,0,997,1,2703.230000000005,570,219,8.0,27.0,25.0,1.0,26.0,16.0,28.0,3.0,43.0,15.0,1.0,8.0,1.0,15.0,11.0,221.0,2.0,54.0,60.0,21.0,201.0,0.0,0.0,0.0,0.0,2.0,0.0
9,0,341,0,111904.93999999994,394,49,8.0,22.0,5.0,4.0,14.0,1.0,7.0,2.0,45.0,11.0,2.0,11.0,2.0,7.0,17.0,41.0,0.0,37.0,44.0,21.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,268,1,-48521.81,185,13,0.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,18.0,4.0,7.0,12.0,4.0,11.0,3.0,10.0,0.0,16.0,10.0,9.0,80.0,0.0,0.0,0.0,0.0,2.0,0.0
11,0,1008,1,874.71,203,17,0.0,4.0,6.0,0.0,2.0,0.0,13.0,31.0,26.0,15.0,4.0,7.0,0.0,9.0,5.0,11.0,2.0,36.0,9.0,16.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0
12,0,998,1,452.76000000000147,85,15,0.0,8.0,5.0,5.0,0.0,0.0,6.0,13.0,1.0,6.0,0.0,12.0,0.0,3.0,4.0,8.0,5.0,4.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,638,1,2325.4000000000005,332,38,0.0,6.0,8.0,11.0,9.0,2.0,43.0,11.0,32.0,40.0,2.0,15.0,0.0,9.0,3.0,20.0,1.0,58.0,2.0,58.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0
14,0,618,0,-1001.4499999999985,318,21,0.0,17.0,2.0,1.0,5.0,5.0,3.0,17.0,63.0,72.0,4.0,11.0,1.0,2.0,4.0,9.0,0.0,35.0,15.0,21.0,33.0,14.0,0.0,1.0,0.0,3.0,1.0
15,0,898,0,-2751.8599999999997,81,10,4.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,6.0,4.0,3.0,13.0,0.0,6.0,0.0,9.0,0.0,13.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0
16,0,999,0,-28.66999999999871,231,9,16.0,2.0,6.0,0.0,26.0,7.0,0.0,4.0,27.0,41.0,2.0,25.0,0.0,2.0,4.0,5.0,0.0,13.0,2.0,39.0,15.0,3.0,0.0,1.0,0.0,0.0,0.0
17,0,24,1,29118.67999999877,662,220,0.0,3.0,35.0,3.0,0.0,2.0,19.0,37.0,31.0,25.0,17.0,9.0,1.0,19.0,16.0,208.0,4.0,107.0,56.0,20.0,268.0,0.0,0.0,0.0,2.0,0.0,0.0
18,0,1000,0,682.8899999999999,297,30,0.0,3.0,6.0,0.0,12.0,1.0,23.0,3.0,132.0,8.0,1.0,6.0,0.0,3.0,8.0,18.0,0.0,14.0,24.0,30.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0,1001,0,-93356.0599999998,413,1231,4.0,25.0,9.0,4.0,3.0,0.0,22.0,9.0,12.0,26.0,0.0,19.0,0.0,1.0,5.0,209.0,20.0,61.0,34.0,12.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0,1002,0,-256.6099999999999,241,35,4.0,4.0,8.0,6.0,10.0,0.0,8.0,12.0,41.0,36.0,6.0,9.0,0.0,30.0,7.0,9.0,0.0,18.0,5.0,23.0,32.0,3.0,0.0,0.0,5.0,0.0,0.0
21,0,1003,1,2736.379999999999,134,11,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,2.0,13.0,0.0,9.0,4.0,31.0,5.0,4.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0,977,1,-58.700000000004366,94,40,0.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,7.0,3.0,1.0,5.0,1.0,7.0,4.0,31.0,7.0,18.0,0.0,3.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0
23,0,1004,0,492.8199999999997,147,27,4.0,4.0,8.0,0.0,19.0,0.0,0.0,0.0,32.0,9.0,0.0,8.0,1.0,4.0,4.0,22.0,0.0,23.0,2.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0
24,0,830,1,-632244.0899999994,2546,10785,6.0,10.0,144.0,59.0,2.0,1.0,5.0,30.0,17.0,30.0,2.0,26.0,0.0,5.0,14.0,4172.0,2.0,66.0,48.0,10.0,8678.0,0.0,0.0,0.0,4.0,0.0,0.0
25,0,360,1,6572.039999999995,690,65,0.0,13.0,7.0,2.0,17.0,0.0,5.0,7.0,36.0,86.0,0.0,11.0,0.0,13.0,0.0,62.0,0.0,59.0,17.0,29.0,387.0,0.0,0.0,2.0,1.0,0.0,1.0
26,0,530,0,-3735.6299999999974,347,25,0.0,4.0,12.0,5.0,0.0,0.0,7.0,11.0,40.0,78.0,8.0,34.0,2.0,18.0,11.0,6.0,4.0,23.0,11.0,17.0,68.0,5.0,0.0,0.0,3.0,4.0,1.0
27,0,923,0,1942.3700000000003,166,22,8.0,8.0,4.0,1.0,24.0,0.0,2.0,8.0,45.0,0.0,2.0,5.0,0.0,5.0,9.0,13.0,0.0,11.0,5.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0,924,1,365.6499999999996,74,5,4.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,10.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,927,1,2124.7899999999995,112,7,0.0,11.0,10.0,2.0,0.0,0.0,18.0,1.0,8.0,12.0,0.0,4.0,1.0,2.0,4.0,3.0,0.0,2.0,5.0,15.0,16.0,2.0,0.0,0.0,2.0,0.0,1.0
30,0,928,0,47818.76,325,109,8.0,4.0,8.0,1.0,12.0,7.0,10.0,16.0,5.0,16.0,2.0,6.0,2.0,5.0,4.0,98.0,6.0,22.0,95.0,2.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,929,0,903.8400000000006,211,14,4.0,5.0,4.0,1.0,8.0,0.0,20.0,18.0,36.0,17.0,3.0,3.0,0.0,1.0,2.0,11.0,0.0,15.0,4.0,29.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,930,0,-2480.5600000000095,411,64,10.0,15.0,13.0,0.0,16.0,1.0,11.0,32.0,14.0,114.0,0.0,13.0,2.0,7.0,12.0,40.0,15.0,40.0,25.0,2.0,89.0,0.0,0.0,0.0,0.0,0.0,4.0
33,0,932,1,-67584.19,141,4,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,10.0,8.0,12.0,9.0,1.0,41.0,4.0,0.0,0.0,21.0,8.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0,934,0,-1058.2799999999997,193,33,0.0,4.0,0.0,0.0,4.0,0.0,11.0,13.0,14.0,42.0,9.0,5.0,0.0,7.0,8.0,20.0,0.0,21.0,5.0,12.0,36.0,3.0,0.0,1.0,2.0,2.0,7.0
35,0,935,1,652.0100000000002,156,19,0.0,4.0,5.0,0.0,5.0,0.0,3.0,9.0,35.0,26.0,3.0,7.0,0.0,14.0,8.0,5.0,0.0,5.0,2.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,936,0,303.27,227,29,12.0,3.0,4.0,0.0,28.0,3.0,23.0,4.0,33.0,5.0,0.0,8.0,5.0,7.0,6.0,13.0,3.0,34.0,0.0,47.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0,938,0,-819.5400000000009,117,24,0.0,7.0,4.0,0.0,5.0,1.0,8.0,14.0,19.0,5.0,1.0,7.0,0.0,8.0,4.0,14.0,1.0,13.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,939,1,-458.6399999999999,173,11,8.0,9.0,7.0,5.0,16.0,0.0,6.0,1.0,47.0,1.0,0.0,8.0,0.0,8.0,9.0,2.0,0.0,25.0,1.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0,401,0,-3235.1600000000008,181,28,8.0,0.0,10.0,1.0,0.0,0.0,4.0,34.0,13.0,10.0,0.0,12.0,1.0,9.0,5.0,21.0,2.0,24.0,5.0,21.0,25.0,0.0,0.0,2.0,2.0,0.0,0.0
